uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V1,2024-10-08,"la motion de censure déposée en application de l'article 49, alinéa 2, de la Constitution par M. Boris Vallaud, Mme Mathilde Panot, Mme Cyrielle Chatelain, M. André Chassaigne et 188 de leurs collègues.",motion de censure,rejeté,,197,197,0,0
VTANR5L17V3,2024-10-09,l'article unique de la proposition de résolution tendant à la création d'une commission d'enquête sur les manquements des politiques publiques de protection de l'enfance.,scrutin public ordinaire,adopté,,204,204,0,0
VTANR5L17V2,2024-10-09,"l'article unique de la proposition de résolution tendant à la création d'une commission d'enquête relative aux violences commises dans les secteurs du cinéma, de l'audiovisuel, du spectacle vivant, de la mode et de la publicité.",scrutin public ordinaire,adopté,,226,226,0,0
VTANR5L17V4,2024-10-14,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi relatif aux résultats de la gestion et portant approbation des comptes de l'année 2023 (première lecture).",scrutin public ordinaire,adopté,,159,108,50,1
VTANR5L17V5,2024-10-15,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi d'approbation des comptes de la sécurité sociale de l'année 2023 (première lecture).",scrutin public ordinaire,adopté,,353,235,117,1
VTANR5L17V15,2024-10-22,l'amendement n° 465 de M. Sansu à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,235,104,130,1
VTANR5L17V18,2024-10-22,l'amendement n° 1768 de M. Le Coq à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,165,61,103,1
VTANR5L17V12,2024-10-22,l'article 2 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,130,104,3,23
VTANR5L17V14,2024-10-22,l'amendement n° 3387 de M. Vallaud à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,237,105,130,2
VTANR5L17V21,2024-10-22,l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,258,191,35,32
VTANR5L17V20,2024-10-22,l'amendement n° 755 de M. Philippe Brun et les amendements identiques suivants à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,262,138,56,68
VTANR5L17V16,2024-10-22,l'amendement n° 642 de M. Sansu à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,233,103,129,1
VTANR5L17V10,2024-10-22,l'amendement n° 1762 de M. Le Coq et l'amendement identique suivant à l'article 2 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,187,77,106,4
VTANR5L17V11,2024-10-22,l'amendement n° 464 de M. Maurel et les amendements identiques suivants à l'article 2 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,182,76,106,0
VTANR5L17V8,2024-10-22,l'amendement n° 2086 de M. Lefèvre et l'amendement identique suivant à l'article liminaire du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,244,111,132,1
VTANR5L17V7,2024-10-22,l'amendement n° 2085 de M. Lefèvre et l'amendement identique suivant à l'article liminaire du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,196,71,124,1
VTANR5L17V19,2024-10-22,l'amendement n° 1770 de Mme Maximi à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,171,67,103,1
VTANR5L17V9,2024-10-22,l'article liminaire du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,279,162,116,1
VTANR5L17V17,2024-10-22,l'amendement n° 2948 de M. de Courson à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,210,155,55,0
VTANR5L17V13,2024-10-22,l'amendement n° 1764 de Mme Feld à l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,234,102,128,4
VTANR5L17V6,2024-10-22,l'amendement n° 109 de M. Sitzenstuhl et les amendements identiques suivants à l'article liminaire du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,251,144,107,0
VTANR5L17V45,2024-10-23,l'amendement n° 1777 de M. Le Coq après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,214,83,120,11
VTANR5L17V39,2024-10-23,l'amendement n° 3591 de M. Mandon après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,145,25,86,34
VTANR5L17V25,2024-10-23,l'amendement n° 3028 de Mme Rixain après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,105,66,39,0
VTANR5L17V24,2024-10-23,l'amendement n° 2688 de M. Causse après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,95,50,42,3
VTANR5L17V27,2024-10-23,l'amendement n° 1536 de Mme Errante et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,101,65,35,1
VTANR5L17V36,2024-10-23,l'amendement n° 933 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,223,99,123,1
VTANR5L17V40,2024-10-23,l'amendement n° 1987 de M. Dufau après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,146,85,60,1
VTANR5L17V28,2024-10-23,l'amendement n° 838 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,97,53,42,2
VTANR5L17V22,2024-10-23,l'amendement n° 1978 de M. Coquerel après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,246,86,155,5
VTANR5L17V26,2024-10-23,l'amendement n° 770 de Mme Thiébault-Martinez après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,129,50,46,33
VTANR5L17V50,2024-10-23,l'amendement n° 2356 de M. Guiraud après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,238,108,129,1
VTANR5L17V49,2024-10-23,l'amendement n° 719 de M. Brun et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,275,234,40,1
VTANR5L17V38,2024-10-23,l'amendement n° 1547 de Mme Pirès Beaune et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,178,171,7,0
VTANR5L17V31,2024-10-23,l'amendement n° 59 de M. Ciotti après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,164,72,87,5
VTANR5L17V23,2024-10-23,l'amendement n° 1909 de Mme Le Meur et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,179,110,51,18
VTANR5L17V44,2024-10-23,l'amendement n° 2448 de M. Bex après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,226,107,118,1
VTANR5L17V48,2024-10-23,l'amendement n° 785 de Mme Sas après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,269,116,151,2
VTANR5L17V51,2024-10-23,l'amendement n° 845 de M. Sabatou après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,222,90,130,2
VTANR5L17V46,2024-10-23,l'amendement n° 1873 de M. Laussucq après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,253,134,118,1
VTANR5L17V35,2024-10-23,l'amendement n° 1837 de M. Coquerel après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,294,130,160,4
VTANR5L17V29,2024-10-23,l'amendement n° 1010 de M. Renault après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,167,74,93,0
VTANR5L17V41,2024-10-23,l'amendement n° 2050 de Mme Chatelain après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,183,89,91,3
VTANR5L17V32,2024-10-23,l'amendement n° 1920 de M. Le Coq après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,142,70,71,1
VTANR5L17V30,2024-10-23,l'amendement n° 671 de M. Di Filippo après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,166,90,73,3
VTANR5L17V33,2024-10-23,l'amendement n° 1786 de M. Le Coq après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,285,119,165,1
VTANR5L17V52,2024-10-23,l'amendement n° 95 de M. Grenon et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,155,96,48,11
VTANR5L17V37,2024-10-23,l'amendement n° 1545 de Mme Pirès Beaune après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,184,178,5,1
VTANR5L17V42,2024-10-23,l'amendement n° 2049 de Mme Chatelain après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,181,92,87,2
VTANR5L17V43,2024-10-23,l'amendement n° 3209 de M. Bouloux après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,226,106,116,4
VTANR5L17V34,2024-10-23,l'amendement n° 1794 de Mme Maximi après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,292,124,167,1
VTANR5L17V47,2024-10-23,l'amendement n° 1308 de M. Leseul après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,266,119,144,3
VTANR5L17V74,2024-10-24,l'amendement n° 473 (rect.) de M. Sansu et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,179,69,110,0
VTANR5L17V81,2024-10-24,l'amendement n° 476 de M. Sansu après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,187,77,109,1
VTANR5L17V53,2024-10-24,l'amendement n° 2424 de Mme Maximi après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,101,46,53,2
VTANR5L17V58,2024-10-24,l'amendement n° 2220 (rect.) de M. Frébault et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,125,54,53,18
VTANR5L17V73,2024-10-24,l'amendement n° 1874 de M. Guiraud après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,181,73,108,0
VTANR5L17V65,2024-10-24,l'amendement n° 1184 de M. Le Fur après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,233,103,129,1
VTANR5L17V77,2024-10-24,l'amendement n° 3078 de M. Verny et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,174,88,82,4
VTANR5L17V60,2024-10-24,l'amendement n° 871 de Mme Pirès Beaune et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,192,165,25,2
VTANR5L17V71,2024-10-24,l'amendement n° 1039 de Mme Jourdan après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,109,52,57,0
VTANR5L17V68,2024-10-24,l'amendement n° 850 de M. Chenu après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,224,104,120,0
VTANR5L17V69,2024-10-24,l'amendement n° 316 de Mme Delpech et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,155,101,52,2
VTANR5L17V54,2024-10-24,l'amendement n° 3054 de M. Alloncle après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,117,45,72,0
VTANR5L17V61,2024-10-24,l'amendement n° 2552 de Mme Pirès Beaune et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,209,80,128,1
VTANR5L17V57,2024-10-24,l'amendement n° 2044 de Mme Chatelain après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,136,54,82,0
VTANR5L17V72,2024-10-24,l'amendement n° 2628 rectifié de M. Philippe Brun après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,186,76,110,0
VTANR5L17V62,2024-10-24,l'amendement n° 853 de Mme Pirès Beaune et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,177,92,83,2
VTANR5L17V67,2024-10-24,l'amendement n° 1386 de M. Casterman après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,226,100,126,0
VTANR5L17V66,2024-10-24,l'amendement n° 848 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,228,103,124,1
VTANR5L17V83,2024-10-24,l'amendement n° 1266 de Mme Sas après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,126,58,67,1
VTANR5L17V70,2024-10-24,l'amendement n° 1237 de M. Peytavie après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,101,49,52,0
VTANR5L17V55,2024-10-24,l'amendement n° 3572 de Mme Arrighi après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,140,60,78,2
VTANR5L17V75,2024-10-24,le sous-amendement n° 3692 de M. Jean-rené Cazeneuve à l'amendement n° 3471 de M. Amiel après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,169,80,87,2
VTANR5L17V63,2024-10-24,l'amendement n° 3557 de M. Wauquiez après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,180,23,151,6
VTANR5L17V82,2024-10-24,l'amendement n° 1254 de Mme Pirès Beaune et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,189,101,87,1
VTANR5L17V64,2024-10-24,l'amendement n° 3635 du Gouvernement après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,179,82,72,25
VTANR5L17V59,2024-10-24,l'amendement n° 2210 de M. Frébault après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,136,76,23,37
VTANR5L17V79,2024-10-24,l'amendement n° 3561 de Mme Louwagie après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,183,15,166,2
VTANR5L17V76,2024-10-24,l'amendement n° 3471 de M. Amiel après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,170,22,143,5
VTANR5L17V56,2024-10-24,l'amendement n° 2694 (rect.) de M. Castellani après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,135,57,78,0
VTANR5L17V78,2024-10-24,l'amendement n° 3556 de Mme Louwagie après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,177,110,65,2
VTANR5L17V80,2024-10-24,l'amendement n° 475 de M. Sansu après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,202,77,124,1
VTANR5L17V105,2024-10-25,l'amendement n° 1250 de M. Jean-Philippe Tanguy après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,159,72,84,3
VTANR5L17V119,2024-10-25,l'amendement n° 2679 de M. Mazaury à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,235,116,119,0
VTANR5L17V86,2024-10-25,l'amendement n° 1967 de M. Le Coq après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,197,88,109,0
VTANR5L17V96,2024-10-25,l'amendement n° 3407 de M. Dufau après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,198,72,126,0
VTANR5L17V95,2024-10-25,l'amendement n° 690 de Mme Le Hénanff et l'amendement identique suivant après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,195,97,95,3
VTANR5L17V116,2024-10-25,l'amendement de suppression n° 56 de M. Ciotti et les amendements identiques suivants à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,224,14,209,1
VTANR5L17V103,2024-10-25,l'amendement n° 562 de M. Ray et les amendements identiques suivants après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,204,84,119,1
VTANR5L17V106,2024-10-25,l'amendement n° 2283 de M. Bex après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,180,77,103,0
VTANR5L17V114,2024-10-25,l'amendement n° 2054 de Mme Dufour après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,214,95,114,5
VTANR5L17V87,2024-10-25,l'amendement n° 1976 de M. Coquerel après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,198,88,110,0
VTANR5L17V89,2024-10-25,l'amendement n° 1639 de Mme Karamanli après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,150,61,88,1
VTANR5L17V110,2024-10-25,l'amendement n° 2171 de Mme Maximi après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,186,85,97,4
VTANR5L17V104,2024-10-25,le sous-amendement n° 3700 du Gouvernement à l'amendement n° 1048 de Mme Louwagie après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,120,32,51,37
VTANR5L17V108,2024-10-25,l'amendement n° 823 de Mme Sas après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,155,69,86,0
VTANR5L17V92,2024-10-25,l'amendement n° 2623 de M. Philippe Brun après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,154,67,85,2
VTANR5L17V122,2024-10-25,l'amendement n° 2277 de Mme Maximi à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,204,109,95,0
VTANR5L17V115,2024-10-25,l'amendement n° 2180 de M. Guiraud après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,205,94,107,4
VTANR5L17V88,2024-10-25,l'amendement n° 1964 de Mme Maximi après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,166,78,88,0
VTANR5L17V123,2024-10-25,l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,236,113,122,1
VTANR5L17V113,2024-10-25,l'amendement n° 1740 de M. Barusseau après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,161,75,86,0
VTANR5L17V85,2024-10-25,l'amendement n° 1933 de M. Tavel après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,195,86,109,0
VTANR5L17V93,2024-10-25,l'amendement n° 1855 de M. Guiraud après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,140,61,77,2
VTANR5L17V107,2024-10-25,l'amendement n° 2128 de M. Guiraud après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,160,76,84,0
VTANR5L17V111,2024-10-25,l'amendement n° 3179 de M. Bouloux après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,191,86,105,0
VTANR5L17V102,2024-10-25,l'article 40 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,236,101,112,23
VTANR5L17V101,2024-10-25,l'amendement n° 1012 de M. Jean-Philippe Tanguy à l'article 40 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,178,91,87,0
VTANR5L17V98,2024-10-25,l'amendement n° 3265 de Mme Arrighi après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,179,67,112,0
VTANR5L17V90,2024-10-25,l'amendement n° 865 de Mme Sas après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,188,87,100,1
VTANR5L17V112,2024-10-25,l'amendement n° 153 de Mme Le Peih et l'amendement identique suivant après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,202,193,1,8
VTANR5L17V91,2024-10-25,l'amendement n° 835 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,190,77,110,3
VTANR5L17V100,2024-10-25,l'amendement de suppression n° 828 de M. Jean-Philippe Tanguy et l'amendement identique suivant à l'article 6 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,205,162,40,3
VTANR5L17V117,2024-10-25,l'amendement n° 3250 de Mme Simonnet à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,226,113,113,0
VTANR5L17V84,2024-10-25,l'amendement n° 745 de Mme Sas et les amendements identiques suivants après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,187,87,100,0
VTANR5L17V118,2024-10-25,l'amendement n° 1791 de M. Philippe Brun à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,236,114,122,0
VTANR5L17V99,2024-10-25,l'amendement de suppression n° 73 de M. Renault et les amendements identiques suivants à l'article 4 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,221,173,45,3
VTANR5L17V109,2024-10-25,l'amendement n° 815 de Mme Sas après l'article 7 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,158,76,82,0
VTANR5L17V97,2024-10-25,l'amendement n° 3500 de Mme Olivia Grégoire après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,191,127,64,0
VTANR5L17V121,2024-10-25,l'amendement n° 1551 de M. Rodwell à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,234,18,214,2
VTANR5L17V120,2024-10-25,l'amendement n° 489 (rect.) de M. Maurel et les amendements identiques suivants à l'article 11 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,236,114,121,1
VTANR5L17V94,2024-10-25,l'amendement n° 3597 de M. Mattei après l'article 3 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,191,83,107,1
VTANR5L17V124,2024-10-26,l'amendement n° 1657 de Mme Sas à l'article 12 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,173,94,78,1
VTANR5L17V146,2024-10-26,l'amendement n° 915 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,197,73,118,6
VTANR5L17V169,2024-10-26,l'amendement n° 2019 de M. Tavel après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,196,97,98,1
VTANR5L17V175,2024-10-26,l'amendement n° 2013 de M. Coquerel après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,195,101,94,0
VTANR5L17V152,2024-10-26,l'amendement n° 487 de M. Peu et les amendements identiques suivants après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,182,109,19,54
VTANR5L17V154,2024-10-26,l'amendement n° 77 de M. Mathiasin après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,134,55,75,4
VTANR5L17V163,2024-10-26,l'amendement n° 2455 de M. Amard après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,183,80,103,0
VTANR5L17V144,2024-10-26,l'amendement n° 912 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,200,75,123,2
VTANR5L17V161,2024-10-26,l'amendement n° 2436 de M. Echaniz après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,162,76,72,14
VTANR5L17V160,2024-10-26,l'amendement n° 935 de M. Jean-Philippe Tanguy à l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,114,53,49,12
VTANR5L17V133,2024-10-26,l'article 26 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,232,186,46,0
VTANR5L17V140,2024-10-26,l'amendement n° 941 de M. Dessigny après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,212,74,126,12
VTANR5L17V177,2024-10-26,l'amendement n° 2833 de M. Potier après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,192,102,86,4
VTANR5L17V132,2024-10-26,l'amendement n° 872 de M. Philippe Brun à l'article 26 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,216,116,51,49
VTANR5L17V151,2024-10-26,l'amendement n° 1201 de M. Le Fur et les amendements identiques suivants après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,180,76,98,6
VTANR5L17V164,2024-10-26,l'amendement n° 2016 de M. Tavel après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,187,91,95,1
VTANR5L17V130,2024-10-26,l'amendement n° 994 de M. Renault à l'article 26 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,229,71,154,4
VTANR5L17V126,2024-10-26,l'amendement de suppression n° 817 de M. Jean-Philippe Tanguy à l'article 15 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,214,67,147,0
VTANR5L17V165,2024-10-26,l'amendement n° 2506 de M. Tavel après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,190,93,95,2
VTANR5L17V170,2024-10-26,l'amendement n° 2175 de Mme Dufour et l'amendement identique suivant après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,194,92,101,1
VTANR5L17V166,2024-10-26,l'amendement n° 1714 de M. Potier après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,196,98,98,0
VTANR5L17V135,2024-10-26,l'amendement n° 628 de M. de Courson à l'article 9 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,135,97,36,2
VTANR5L17V131,2024-10-26,l'amendement n° 992 de M. Renault à l'article 26 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,231,71,156,4
VTANR5L17V153,2024-10-26,l'amendement n° 918 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,180,60,120,0
VTANR5L17V168,2024-10-26,l'amendement n° 2707 de M. Lucas-Lundy après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,195,96,98,1
