uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V129,2024-10-26,l'amendement n° 997 de M. Renault à l'article 26 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,228,72,153,3
VTANR5L17V150,2024-10-26,l'amendement n° 1473 de M. Le Fur et l'amendement identique suivant après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,191,153,35,3
VTANR5L17V162,2024-10-26,l'amendement n° 504 de M. Peu et les amendements identiques suivants après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,169,87,78,4
VTANR5L17V171,2024-10-26,l'amendement n° 89 de M. Duplessy après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,196,96,99,1
VTANR5L17V141,2024-10-26,l'amendement n° 2268 de M. Caron après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,206,157,48,1
VTANR5L17V149,2024-10-26,l'amendement n° 486 de M. Maurel après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,174,97,77,0
VTANR5L17V125,2024-10-26,l'amendement n° 2614 (rect.) de M. Philippe Brun à l'article 12 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,196,159,34,3
VTANR5L17V147,2024-10-26,l'amendement n° 917 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,196,73,118,5
VTANR5L17V172,2024-10-26,l'amendement n° 2687 de M. Lenormand et l'amendement identique suivant après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,141,75,66,0
VTANR5L17V148,2024-10-26,l'amendement n° 2249 de M. Laisney après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,207,164,40,3
VTANR5L17V136,2024-10-26,l'article 9 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,167,106,54,7
VTANR5L17V128,2024-10-26,l'amendement n° 1127 de M. Renault à l'article 26 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,233,71,155,7
VTANR5L17V174,2024-10-26,l'amendement n° 2824 de M. Fournier après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,149,80,69,0
VTANR5L17V167,2024-10-26,l'amendement n° 2017 de M. Tavel après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,191,90,100,1
VTANR5L17V137,2024-10-26,l'amendement de suppression n° 125 de M. Le Gac et les amendements identiques suivants à l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,198,85,111,2
VTANR5L17V145,2024-10-26,l'amendement n° 914 de M. Jean-Philippe Tanguy après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,196,72,121,3
VTANR5L17V138,2024-10-26,l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,209,130,79,0
VTANR5L17V155,2024-10-26,l'amendement n° 2225 de M. Ratenon et l'amendement identique suivant après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,172,142,25,5
VTANR5L17V139,2024-10-26,l'amendement n° 545 de Mme Sandrine Rousseau et l'amendement identique suivant après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,214,168,39,7
VTANR5L17V159,2024-10-26,l'amendement n° 1636 de Mme Sas et les amendements identiques suivants après l'article 12 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,108,93,11,4
VTANR5L17V143,2024-10-26,l'amendement n° 1755 de M. Saint-Pasteur après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,201,194,3,4
VTANR5L17V134,2024-10-26,l'amendement de suppression n° 530 de Mme Bonnivard et les amendements identiques suivants à l'article 8 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,220,128,90,2
VTANR5L17V173,2024-10-26,l'amendement n° 3570 de Mme Arrighi après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,141,72,68,1
VTANR5L17V142,2024-10-26,l'amendement n° 1806 de M. Garot et les amendements identiques suivants après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,220,200,19,1
VTANR5L17V127,2024-10-26,l'amendement de n° 2520 de M. Coquerel et les amendements identiques suivants à l'article 15 (examen prioritaire) du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,233,118,115,0
VTANR5L17V176,2024-10-26,l'amendement n° 2332 de Mme Maximi après l'article 13 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,179,90,86,3
VTANR5L17V157,2024-10-26,l'amendement n° 2997 de M. William après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,175,96,78,1
VTANR5L17V158,2024-10-26,l'amendement n° 280 de M. Clavet après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,151,52,97,2
VTANR5L17V156,2024-10-26,l'amendement n° 1548 de Mme Pires Beaune et les amendements identiques suivants après l'article 10 du projet de loi de finances pour 2025 (première lecture).,scrutin public ordinaire,adopté,,163,157,2,4
VTANR5L17V180,2024-10-28,l'amendement de suppression n° 3 de M. Guedj et les amendements identiques suivants à l'article 2 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,271,121,82,68
VTANR5L17V178,2024-10-28,l'amendement de suppression n° 1 de M. Guedj et les amendements identiques suivants à l'article liminaire du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,277,188,84,5
VTANR5L17V181,2024-10-28,l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,206,181,0,25
VTANR5L17V179,2024-10-28,l'amendement de suppression n° 2 de M. Guedj et les amendements identiques suivants à l'article premier du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,285,120,91,74
VTANR5L17V191,2024-10-29,l'amendement de suppression n° 1494 de Mme Hamdane à l'article 4 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,191,47,136,8
VTANR5L17V186,2024-10-29,l'amendement n°  2357 du Gouvernement et les amendements identiques suivants après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,233,137,89,7
VTANR5L17V197,2024-10-29,l'article 5 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,270,238,0,32
VTANR5L17V184,2024-10-29,le sous-amendement n° 2372 de M. Bazin à l'amendement n° 1325 de M. Juvin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,169,74,89,6
VTANR5L17V196,2024-10-29,l'amendement n° 114 de M. Potier et les amendements identiques suivants après l'article 4 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,269,222,1,46
VTANR5L17V185,2024-10-29,l'amendement n° 2257 de M. Lauzzana après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,173,49,64,60
VTANR5L17V192,2024-10-29,l'amendement n° 1497 de M. Clouet à l'article 4 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,194,53,138,3
VTANR5L17V190,2024-10-29,l'amendement n° 1431 de M. Dussausaye après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,224,79,139,6
VTANR5L17V182,2024-10-29,l'amendement n° 146 de M. Vallaud et les amendements identiques suivants après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,416,182,232,2
VTANR5L17V195,2024-10-29,l'article 4 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,292,238,8,46
VTANR5L17V193,2024-10-29,l'amendement n° 2356 du Gouvernement et les amendements identiques suivants à l'article 4 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,185,125,54,6
VTANR5L17V183,2024-10-29,le sous-amendement n° 2364 de Mme Sandrine Rousseau à l'amendement n° 1325 de M. Juvin après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,167,95,42,30
VTANR5L17V187,2024-10-29,l'amendement n° 475 de Mme Godard après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,241,172,60,9
VTANR5L17V194,2024-10-29,l'amendement n° 486 de M. Delaporte à l'article 4 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,280,117,100,63
VTANR5L17V189,2024-10-29,l'amendement n° 1267 de M. Tavel après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,233,87,144,2
VTANR5L17V188,2024-10-29,l'amendement n° 1088 de Mme Hamdane et l'amendement identique suivant après l'article 3 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,241,96,142,3
VTANR5L17V209,2024-10-30,l'amendement n° 371 de M. Bazin après l'article 8 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,200,72,125,3
VTANR5L17V208,2024-10-30,l'amendement n° 905 de M. Davi après l'article 7 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,133,71,62,0
VTANR5L17V205,2024-10-30,l'amendement n° 164 de M. Olive après l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,181,83,39,59
VTANR5L17V198,2024-10-30,l'amendement n° 626 de Mme Garin après l'article 5 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,200,82,117,1
VTANR5L17V210,2024-10-30,l'amendement n° 1640 (rect.) de Mme Colin-Oesterlé à l'article 9 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,192,103,88,1
VTANR5L17V202,2024-10-30,l'amendement n° 38 de M. Califer et les amendements identiques suivants après l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,127,61,37,29
VTANR5L17V201,2024-10-30,l'amendement n° 936 de M. Maudet après l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,124,53,44,27
VTANR5L17V204,2024-10-30,l'amendement n° 677 de Mme Corneloup et les amendements identiques suivants après l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,147,65,82,0
VTANR5L17V207,2024-10-30,l'amendement n° 276 de M. Cordier après l'article 7 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,205,122,83,0
VTANR5L17V211,2024-10-30,l'amendement n° 252 de Mme Sylvie Bonnet et les amendements identiques suivants à l'article 9 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,141,70,68,3
VTANR5L17V206,2024-10-30,l'amendement de suppression n° 303 de M. Dive et les amendements identiques suivants à l'article 7 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,246,103,92,51
VTANR5L17V203,2024-10-30,l'amendement n° 903 de M. Simion après l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,135,57,57,21
VTANR5L17V212,2024-10-30,l'amendement n° 374 de M. Bazin à l'article 9 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,131,64,67,0
VTANR5L17V200,2024-10-30,l'amendement n° 666 de Mme Corneloup et les amendements identiques suivants après l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,rejeté,,111,48,61,2
VTANR5L17V199,2024-10-30,l'amendement de supression n° 249 de Mme Bonnet et les amendements identiques suivants à l'article 6 du projet de loi de financement de la sécurité sociale pour 2025 (première lecture).,scrutin public ordinaire,adopté,,333,170,162,1
VTANR5L17V216,2024-10-31,l'amendement n° 7 de M. Dive après l'article 2 octies de la proposition de loi visant à restaurer un système de retraite plus juste en annulant les dernières réformes portant sur l’âge de départ et le nombre d’annuités (première lecture).,scrutin public ordinaire,rejeté,,322,133,161,28
VTANR5L17V213,2024-10-31,l'amendement n° 5 de M. Ménagé après l'article 2 de la proposition de loi visant à restaurer un système de retraite plus juste en annulant les dernières réformes portant sur l’âge de départ et le nombre d’annuités (première lecture).,scrutin public ordinaire,rejeté,,346,129,206,11
VTANR5L17V215,2024-10-31,l'article 2 octies de la proposition de loi visant à restaurer un système de retraite plus juste en annulant les dernières réformes portant sur l’âge de départ et le nombre d’annuités (première lecture).,scrutin public ordinaire,adopté,,214,111,89,14
VTANR5L17V218,2024-10-31,l'amendement de suppression n° 1 de Mme Élisa Martin et les amendements identiques suivants à l'article premier de la proposition de loi visant à assouplir les conditions d’expulsion des étrangers constituant une menace grave pour l’ordre public (première lecture).,scrutin public ordinaire,adopté,,336,186,144,6
VTANR5L17V217,2024-10-31,l'ensemble de la proposition de loi visant à restaurer un système de retraite plus juste en annulant les dernières réformes portant sur l’âge de départ et le nombre d’annuités (première lecture).,scrutin public ordinaire,rejeté,,334,119,197,18
